C(at%),Al(at%),V(at%),Cr(at%),Mn(at%),Fe(at%),Co(at%),Ni(at%),Cu(at%),Mo(at%),check_100,G_RT_FCC,H_RT_FCC,phase_fraction_fcc,phase_fraction_bcc,second_phase_fraction,Config_Entropy,(0-T)*Entropy,melting point(C),grain(um),Anneal_Temp(K),Anneal_Time(h),R(%),CR(%),Hom_Temp(K),Enthalpy_FCC
0,7.692,7.692,23.077,0,23.077,7.692,23.077,0,7.692,99.999,-10219.005,1732.105,0.387,0.613,0,15.0014,-4470.4155,1645.237036,12.8914,1523,0.1667,79,66,1373,-10234.0064
0,7.692,7.692,23.077,0,23.077,7.692,23.077,7.692,0,99.999,-11007.336,1909.197,0.455,0.545,0,15.0014,-4470.4155,1526.934076,12.8914,893,0.1167,70,93,1073,-11022.3374
0,7.692,7.692,23.077,0,23.077,15.385,7.692,7.692,7.692,99.999,-11173.308,1552.754,0.3,0.699,0,16.2226,-4834.3363,1619.853836,12.8914,1323,0.125,66,66,1373,-11189.5306
0,7.692,7.692,23.077,0,23.077,15.385,15.385,0,7.692,100,-10384.85,1087.839,0.328,0.672,0,15.3361,-4570.1651,1648.328786,12.8914,1373,0.125,86,82,1423,-10400.1861
0,7.692,7.692,23.077,0,23.077,15.385,15.385,7.692,0,100,-11158.128,1796.382,0.378,0.622,0,15.3361,-4570.1651,1530.025826,12.8914,1423,10,92,92,1073,-11173.4641
0,7.692,7.692,23.077,0,23.077,23.077,7.692,0,7.692,99.999,-9953.674,2047.501,0.252,0.718,0.03,15.0014,-4470.4155,1651.391036,12.8914,673,0.25,65,88,1523,-9968.6754
0,7.692,7.692,23.077,0,23.077,23.077,7.692,7.692,0,99.999,-11163.841,1618.035,0.298,0.702,0,15.0014,-4470.4155,1533.088076,12.8914,673,0.225,67,84,1573,-11178.8424
0,7.692,7.692,23.077,0,23.077,23.077,15.385,0,0,100,-10317.232,1110.786,0.361,0.639,0,14.1149,-4206.2443,1561.563026,12.8914,1423,0.225,66,25,1323,-10331.3469
0,7.692,7.692,23.077,7.692,7.692,7.692,23.077,7.692,7.692,99.998,-11298.643,2274.864,0.517,0.474,0.009,17.1091,-5098.5076,1587.916256,12.8914,973,0.1167,5,5,1323,-11315.7521
0,7.692,7.692,23.077,7.692,7.692,15.385,15.385,7.692,7.692,99.999,-11431.424,2155.454,0.416,0.497,0.087,17.4438,-5198.2571,1591.008006,12.8914,893,48,86,93,1523,-11448.8678
0,7.692,7.692,23.077,7.692,7.692,15.385,23.077,0,7.692,99.999,-10328.988,974.969,0.516,0.484,0,16.2226,-4834.3363,1619.468406,12.8914,1023,48,78,65,1323,-10345.2106
0,7.692,7.692,23.077,7.692,7.692,15.385,23.077,7.692,0,99.999,-11322.852,2302.563,0.492,0.414,0.094,16.2226,-4834.3363,1501.165446,12.8914,0,20,87,88,1323,-11339.0746
0,7.692,7.692,23.077,7.692,7.692,23.077,7.692,7.692,7.692,99.998,-9866.882,919.314,0.47,0.53,0,17.1091,-5098.5076,1594.070256,12.8914,1073,10,67,65,1493,-9883.9911
0,7.692,7.692,23.077,7.692,7.692,23.077,15.385,0,7.692,99.999,-10116.212,975.312,0.492,0.507,0,16.2226,-4834.3363,1622.545206,12.8914,773,2,78.6,25,1493,-10132.4346
0,7.692,7.692,23.077,7.692,7.692,23.077,15.385,7.692,0,99.999,-10708.3,1643.424,0.469,0.531,0,16.2226,-4834.3363,1504.242246,12.8914,773,48,60,5,1173,-10724.5226
0,7.692,7.692,23.077,7.692,7.692,23.077,23.077,0,0,99.999,-10488.756,2782.061,0.619,0.381,0,15.0014,-4470.4155,1532.702646,12.8914,0,0.3333,66,78.6,1573,-10503.7574
0,7.692,7.692,23.077,7.692,15.385,7.692,15.385,7.692,7.692,99.999,-11423.905,2131.886,0.428,0.572,0,17.4438,-5198.2571,1594.315996,12.8914,1523,0.0333,45,66,1493,-11441.3488
0,7.692,7.692,23.077,7.692,15.385,7.692,23.077,0,7.692,99.999,-10363.227,889.778,0.446,0.554,0,16.2226,-4834.3363,1622.776396,12.8914,1123,0.1,91,78,1323,-10379.4496
0,7.692,7.692,23.077,7.692,15.385,7.692,23.077,7.692,0,99.999,-11295.453,2283.797,0.51,0.49,0,16.2226,-4834.3363,1504.473436,12.8914,823,0.1667,3,67,1423,-11311.6756
0,7.692,7.692,23.077,7.692,15.385,15.385,7.692,7.692,7.692,99.999,-11443.848,2014.478,0.342,0.658,0,17.4438,-5198.2571,1597.393196,12.8914,1148,0.25,96,78,1323,-11461.2918
0,7.692,7.692,23.077,7.692,15.385,15.385,15.385,0,7.692,100,-10275.508,988.985,0.39,0.61,0,16.5573,-4934.0859,1625.868146,12.8914,948,2,64,78.6,1493,-10292.0653
0,7.692,7.692,23.077,7.692,15.385,15.385,15.385,7.692,0,100,-11420.92,2221.174,0.426,0.568,0.007,16.5573,-4934.0859,1507.565186,12.8914,1123,0.1167,92,0,1323,-11437.4773
0,7.692,7.692,23.077,7.692,15.385,15.385,23.077,0,0,100,-10354.797,951.555,0.474,0.525,0,15.3361,-4570.1651,1536.025586,12.8914,893,0.125,86,45,1273,-10370.1331
0,7.692,7.692,23.077,7.692,15.385,23.077,7.692,0,7.692,99.999,-9883.711,938.065,0.343,0.657,0,16.2226,-4834.3363,1628.930396,12.8914,1023,96,91,78.6,1323,-9899.9336
0,7.692,7.692,23.077,7.692,15.385,23.077,7.692,7.692,0,99.999,-9929.113,924.567,0.4,0.599,0,16.2226,-4834.3363,1510.627436,12.8914,893,0.1667,5,79,1073,-9945.3356
0,7.692,7.692,23.077,7.692,15.385,23.077,15.385,0,0,100,-10602.71,2285.364,0.436,0.564,0,15.3361,-4570.1651,1539.102386,12.8914,1073,0.3333,86,92,1423,-10618.0461
0,7.692,7.692,23.077,7.692,23.077,7.692,7.692,7.692,7.692,99.998,-11431.649,1949.46,0.338,0.662,0,17.1091,-5098.5076,1600.685806,12.8914,1373,10,80,78,1373,-11448.7581
0,7.692,7.692,23.077,7.692,23.077,7.692,15.385,0,7.692,99.999,-10594.592,2258.265,0.357,0.642,0,16.2226,-4834.3363,1629.160756,12.8914,893,0.0833,91,67,1273,-10610.8146
0,7.692,7.692,23.077,7.692,23.077,7.692,15.385,7.692,0,99.999,-11406.097,2164.048,0.423,0.578,0,16.2226,-4834.3363,1510.857796,12.8914,873,0.1667,66,45,1523,-11422.3196
0,7.692,7.692,23.077,7.692,23.077,7.692,23.077,0,0,99.999,-10531.037,2411.983,0.437,0.563,0,15.0014,-4470.4155,1539.318196,12.8914,1523,4,79,64,1423,-10546.0384
0,7.692,7.692,23.077,7.692,23.077,15.385,7.692,0,7.692,99.999,-10534.928,2111.447,0.274,0.726,0,16.2226,-4834.3363,1632.237956,12.8914,873,0.375,10,20,1173,-10551.1506
0,7.692,7.692,23.077,7.692,23.077,15.385,7.692,7.692,0,99.999,-10415.168,3606.725,0.456,0.434,0.11,16.2226,-4834.3363,1513.934996,12.8914,1148,312,65,10,1573,-10431.3906
0,7.692,7.692,23.077,7.692,23.077,15.385,15.385,0,0,100,-10614.685,2341.326,0.355,0.645,0,15.3361,-4570.1651,1542.409946,12.8914,1373,4,25,10,0,-10630.0211
0,7.692,7.692,23.077,7.692,23.077,23.077,7.692,0,0,99.999,-10526.743,2205.785,0.274,0.727,0,15.0014,-4470.4155,1545.472196,12.8914,1023,0.0833,95,67,1073,-10541.7444
0,7.692,7.692,30.769,0,7.692,7.692,23.077,7.692,7.692,99.998,-11034.251,1548.229,0.457,0.543,0,15.6706,-4669.8327,1638.760376,12.8914,1373,20,66,0,1273,-11049.9216
0,7.692,7.692,30.769,0,7.692,15.385,15.385,7.692,7.692,99.999,-10907.274,1540.663,0.411,0.588,0.001,16.0053,-4769.5823,1641.852126,12.8914,573,0.125,20,75,1073,-10923.2793
0,7.692,7.692,30.769,0,7.692,15.385,23.077,0,7.692,99.999,-10370.282,1093.332,0.466,0.534,0,14.7841,-4405.6615,1670.312526,12.8914,1523,0.1167,65,93,0,-10385.0661
0,7.692,7.692,30.769,0,7.692,15.385,23.077,7.692,0,99.999,-10648.856,1101.411,0.523,0.478,0,14.7841,-4405.6615,1552.009566,12.8914,573,0.25,10,88,1493,-10663.6401
0,7.692,7.692,30.769,0,7.692,23.077,7.692,7.692,7.692,99.998,-9968.777,1016.051,0.429,0.57,0,15.6706,-4669.8327,1644.914376,12.8914,1473,25,88,64,1493,-9984.4476
0,7.692,7.692,30.769,0,7.692,23.077,15.385,0,7.692,99.999,-10221.909,1821.677,0.282,0.541,0.177,14.7841,-4405.6615,1673.389326,12.8914,1123,0,5,90,1473,-10236.6931
0,7.692,7.692,30.769,0,7.692,23.077,15.385,7.692,0,99.999,-10334.996,1083.263,0.505,0.495,0,14.7841,-4405.6615,1555.086366,12.8914,1253,0.125,65,63,1173,-10349.7801
0,7.692,7.692,30.769,0,7.692,23.077,23.077,0,0,99.999,-10315.053,1104.211,0.516,0.484,0,13.5629,-4041.7407,1583.546766,12.8914,973,100,50,96,1073,-10328.6159
0,7.692,7.692,30.769,0,15.385,7.692,15.385,7.692,7.692,99.999,-11124.003,1774.517,0.376,0.624,0,16.0053,-4769.5823,1645.160116,12.8914,1323,0.3333,93,96,1173,-11140.0083
0,7.692,7.692,30.769,0,15.385,7.692,23.077,0,7.692,99.999,-10273.45,1483.706,0.383,0.617,0,14.7841,-4405.6615,1673.620516,12.8914,998,100,95,95,1373,-10288.2341
0,7.692,7.692,30.769,0,15.385,7.692,23.077,7.692,0,99.999,-11027.23,1897.043,0.452,0.548,0,14.7841,-4405.6615,1555.317556,12.8914,998,4,80,93,1273,-11042.0141
0,7.692,7.692,30.769,0,15.385,15.385,7.692,7.692,7.692,99.999,-11133.836,1600.491,0.296,0.705,0,16.0053,-4769.5823,1648.237316,12.8914,673,0.0833,66,45,1493,-11149.8413
0,7.692,7.692,30.769,0,15.385,15.385,15.385,0,7.692,100,-10203.321,1771.15,0.351,0.648,0,15.1188,-4505.4111,1676.712266,12.8914,1123,0.1667,50,79,1573,-10218.4398
0,7.692,7.692,30.769,0,15.385,15.385,15.385,7.692,0,100,-10555.571,1106.004,0.402,0.598,0,15.1188,-4505.4111,1558.409306,12.8914,1253,20,70,25,1373,-10570.6898
0,7.692,7.692,30.769,0,15.385,15.385,23.077,0,0,100,-10386.973,1066.547,0.422,0.577,0,13.8976,-4141.4903,1586.869706,12.8914,673,0.25,5,95,0,-10400.8706
0,7.692,7.692,30.769,0,15.385,23.077,7.692,0,7.692,99.999,-9987.803,1578.512,0.312,0.687,0,14.7841,-4405.6615,1679.774516,12.8914,1173,0.225,95,30,1493,-10002.5871
0,7.692,7.692,30.769,0,15.385,23.077,7.692,7.692,0,99.999,-10055.463,1030.149,0.36,0.64,0,14.7841,-4405.6615,1561.471556,12.8914,1173,4,20,78.6,1523,-10070.2471
0,7.692,7.692,30.769,0,15.385,23.077,15.385,0,0,100,-10153.52,1745.975,0.397,0.604,0,13.8976,-4141.4903,1589.946506,12.8914,1148,24,10,45,1173,-10167.4176
0,7.692,7.692,30.769,0,23.077,7.692,7.692,7.692,7.692,99.998,-11120.116,1537.572,0.293,0.707,0,15.6706,-4669.8327,1651.529926,12.8914,893,0.0333,75,30,1273,-11135.7866
0,7.692,7.692,30.769,0,23.077,7.692,15.385,0,7.692,99.999,-10209.044,1863.722,0.311,0.689,0,14.7841,-4405.6615,1680.004876,12.8914,673,1,25,40,1523,-10223.8281
0,7.692,7.692,30.769,0,23.077,7.692,15.385,7.692,0,99.999,-11100.654,1796.847,0.369,0.631,0,14.7841,-4405.6615,1561.701916,12.8914,953,0.3333,88,90,1573,-11115.4381
0,7.692,7.692,30.769,0,23.077,15.385,7.692,0,7.692,99.999,-10113.978,1658.816,0.235,0.765,0,14.7841,-4405.6615,1683.082076,12.8914,1273,2,66,3,1473,-10128.7621
0,7.692,7.692,30.769,0,23.077,15.385,7.692,7.692,0,99.999,-11139.605,1594.655,0.29,0.711,0,14.7841,-4405.6615,1564.779116,12.8914,998,0.375,5,96,1573,-11154.3891
0,7.692,7.692,30.769,0,23.077,23.077,7.692,0,0,99.999,-10099.554,1713.733,0.231,0.768,0.001,13.5629,-4041.7407,1596.316316,12.8914,953,0.225,79,63,1323,-10113.1169
0,7.692,7.692,30.769,7.692,7.692,7.692,15.385,7.692,7.692,99.998,-11409.004,2123.154,0.433,0.566,0,16.8918,-5033.7535,1622.684096,12.8914,1148,24,60,78.6,1273,-11425.8958
0,7.692,7.692,30.769,7.692,7.692,7.692,23.077,0,7.692,99.998,-10374.852,936.848,0.456,0.544,0,15.6706,-4669.8327,1651.144496,12.8914,1023,0.0833,66,50,1523,-10390.5226
0,7.692,7.692,30.769,7.692,7.692,7.692,23.077,7.692,0,99.998,-11268.985,2299.258,0.499,0.492,0.01,15.6706,-4669.8327,1532.841536,12.8914,1173,0.1667,88,84,1523,-11284.6556
0,7.692,7.692,30.769,7.692,7.692,15.385,7.692,7.692,7.692,99.998,-9954.415,940.542,0.396,0.604,0,16.8918,-5033.7535,1625.761296,12.8914,1023,4,75,64,1493,-9971.3068
0,7.692,7.692,30.769,7.692,7.692,15.385,15.385,0,7.692,99.999,-10209.4,992.872,0.424,0.576,0,16.0053,-4769.5823,1654.236246,12.8914,1148,0.0833,65,30,0,-10225.4053
0,7.692,7.692,30.769,7.692,7.692,15.385,23.077,0,0,99.999,-10600.729,2324.42,0.497,0.502,0,14.7841,-4405.6615,1564.393686,12.8914,923,16,91,5,1573,-10615.5131
0,7.692,7.692,30.769,7.692,7.692,23.077,7.692,0,7.692,99.998,-9803.7,928.827,0.398,0.602,0,15.6706,-4669.8327,1657.298496,12.8914,1523,6,87,86,1423,-9819.3706
0,7.692,7.692,30.769,7.692,7.692,23.077,7.692,7.692,0,99.998,-9864.516,917.484,0.453,0.546,0,15.6706,-4669.8327,1538.995536,12.8914,1273,0.0833,0,63,1173,-9880.1866
0,7.692,7.692,30.769,7.692,7.692,23.077,15.385,0,0,99.999,-10114.218,973.587,0.475,0.524,0,14.7841,-4405.6615,1567.470486,12.8914,973,0.5,91,45,1573,-10129.0021
0,7.692,7.692,30.769,7.692,15.385,7.692,7.692,7.692,7.692,99.998,-11416.888,1938.883,0.328,0.671,0,16.8918,-5033.7535,1629.069286,12.8914,1423,0.0833,78,80,1073,-11433.7798
0,7.692,7.692,30.769,7.692,15.385,7.692,15.385,0,7.692,99.999,-10589.061,2248.325,0.35,0.649,0,16.0053,-4769.5823,1657.544236,12.8914,1523,312,40,95,1073,-10605.0663
0,7.692,7.692,30.769,7.692,15.385,7.692,15.385,7.692,0,99.999,-10977.59,2996.023,0.479,0.486,0.035,16.0053,-4769.5823,1539.241276,12.8914,873,25,85,91,1473,-10993.5953
0,7.692,7.692,30.769,7.692,15.385,7.692,23.077,0,0,99.999,-10533.031,2390.21,0.431,0.569,0,14.7841,-4405.6615,1567.701676,12.8914,1123,16,75,50,1493,-10547.8151
0,7.692,7.692,30.769,7.692,15.385,15.385,7.692,0,7.692,99.999,-10002.831,967.307,0.28,0.721,0,16.0053,-4769.5823,1660.621436,12.8914,873,36,60,70,1573,-10018.8363
0,7.692,7.692,30.769,7.692,15.385,15.385,7.692,7.692,0,99.999,-11412.171,2032.656,0.328,0.672,0,16.0053,-4769.5823,1542.318476,12.8914,1423,0,85,50,0,-11428.1763
0,7.692,7.692,30.769,7.692,15.385,15.385,15.385,0,0,100,-10595.262,2270.608,0.376,0.624,0,15.1188,-4505.4111,1570.793426,12.8914,948,0.125,64,82,1323,-10610.3808
0,7.692,7.692,30.769,7.692,15.385,23.077,7.692,0,0,99.999,-9881.151,936.702,0.331,0.669,0,14.7841,-4405.6615,1573.855676,12.8914,573,48,86,78,1573,-9895.9351
0,7.692,7.692,30.769,7.692,23.077,7.692,7.692,0,7.692,99.998,-10491.753,2041.432,0.265,0.735,0,15.6706,-4669.8327,1663.914046,12.8914,1123,0.125,65,3,1573,-10507.4236
0,7.692,7.692,30.769,7.692,23.077,7.692,7.692,7.692,0,99.998,-11400.396,1966.845,0.325,0.676,0,15.6706,-4669.8327,1545.611086,12.8914,1148,0.0333,91,45,1423,-11416.0666
0,7.692,7.692,30.769,7.692,23.077,7.692,15.385,0,0,99.999,-10571.316,2275.375,0.344,0.656,0,14.7841,-4405.6615,1574.086036,12.8914,1523,0.1667,78.6,85,1423,-10586.1001
0,7.692,7.692,30.769,7.692,23.077,15.385,7.692,0,0,99.999,-10511.737,2123.259,0.263,0.737,0,14.7841,-4405.6615,1577.163236,12.8914,573,5,90,75,1323,-10526.5211
0,8.333,0,8.333,0,25,25,16.667,8.333,8.333,99.999,-10540.091,1103.046,0.484,0.516,0,15.132,-4509.3268,1523.675599,12.8914,1173,6,60,86,1493,-10555.223
0,8.333,0,8.333,0,25,25,25,0,8.333,99.999,-10364.057,1071.414,0.505,0.494,0,13.809,-4115.0801,1554.507699,12.8914,1123,6,80,75,1373,-10377.866
0,8.333,0,8.333,8.333,8.333,25,25,8.333,8.333,99.998,-10855.377,1511.536,0.636,0.365,0,16.0923,-4795.516,1492.411469,12.8914,1323,0.225,10,25,1573,-10871.4693
0,8.333,0,8.333,8.333,16.667,16.667,25,8.333,8.333,99.999,-11323.033,2326.374,0.604,0.384,0.012,16.4549,-4903.5735,1496.010039,12.8914,923,96,5,92,1423,-11339.4879
0,8.333,0,8.333,8.333,16.667,25,25,0,8.333,99.999,-10270.488,925.982,0.617,0.383,0,15.132,-4509.3268,1530.175339,12.8914,923,0,91,93,1073,-10285.62
0,8.333,0,8.333,8.333,16.667,25,25,8.333,0,99.999,-10369.786,938.105,0.698,0.301,0,15.132,-4509.3268,1402.013799,12.8914,973,48,66,20,1173,-10384.918
0,8.333,0,8.333,8.333,25,8.333,25,8.333,8.333,99.998,-11303.352,2276.09,0.601,0.399,0,16.0923,-4795.516,1499.578279,12.8914,953,0.0833,63,70,1523,-11319.4443
0,8.333,0,8.333,8.333,25,16.667,16.667,8.333,8.333,99.999,-11445.09,2230.909,0.51,0.49,0,16.4549,-4903.5735,1502.926429,12.8914,1148,0.5,88,45,1523,-11461.5449
0,8.333,0,8.333,8.333,25,16.667,25,0,8.333,99.999,-10574.823,2466.979,0.529,0.471,0,15.132,-4509.3268,1533.758529,12.8914,873,0.05,60,0,1173,-10589.955
0,8.333,0,8.333,8.333,25,16.667,25,8.333,0,99.999,-11276.035,2425.596,0.606,0.394,0,15.132,-4509.3268,1405.596989,12.8914,823,48,88,0,1523,-11291.167
0,8.333,0,8.333,8.333,25,25,8.333,8.333,8.333,99.998,-11452.205,2150.925,0.42,0.58,0,16.0923,-4795.516,1506.245079,12.8914,973,25,50,70,1573,-11468.2973
0,8.333,0,8.333,8.333,25,25,16.667,0,8.333,99.999,-10204.488,933.493,0.467,0.532,0,15.132,-4509.3268,1537.091729,12.8914,1123,2,60,91,1423,-10219.62
0,8.333,0,8.333,8.333,25,25,16.667,8.333,0,99.999,-10258.373,931.707,0.543,0.457,0,15.132,-4509.3268,1408.930189,12.8914,0,1,86,5,1073,-10273.505
0,8.333,0,8.333,8.333,25,25,25,0,0,99.999,-10287.412,901.387,0.574,0.425,0,13.809,-4115.0801,1439.762289,12.8914,1023,16,96,91,1493,-10301.221
0,8.333,0,16.667,0,8.333,25,25,8.333,8.333,99.999,-11175.057,1695.225,0.67,0.33,0,15.132,-4509.3268,1547.511669,12.8914,1273,1,40,90,1073,-11190.189
0,8.333,0,16.667,0,16.667,16.667,25,8.333,8.333,100,-11125.046,1774.055,0.561,0.439,0,15.4946,-4617.3842,1551.110239,12.8914,973,0.125,92,86,1273,-11140.5406
0,8.333,0,16.667,0,16.667,25,16.667,8.333,8.333,100,-10427.531,1086.317,0.526,0.474,0,15.4946,-4617.3842,1554.443439,12.8914,1148,1,40,95,1173,-10443.0256
0,8.333,0,16.667,0,16.667,25,25,0,8.333,100,-10342.148,1080.407,0.541,0.459,0,14.1716,-4223.1375,1585.275539,12.8914,998,100,85,95,1573,-10356.3196
0,8.333,0,16.667,0,16.667,25,25,8.333,0,100,-11122.636,1809.094,0.611,0.389,0,14.1716,-4223.1375,1457.113999,12.8914,893,312,3,60,1073,-11136.8076
0,8.333,0,16.667,0,25,8.333,25,8.333,8.333,99.999,-10987.77,1863.722,0.517,0.483,0,15.132,-4509.3268,1554.678479,12.8914,673,20,90,87,1323,-11002.902
0,8.333,0,16.667,0,25,16.667,16.667,8.333,8.333,100,-11144.209,1751.013,0.431,0.569,0,15.4946,-4617.3842,1558.026629,12.8914,1173,100,0,80,1323,-11159.7036
0,8.333,0,16.667,0,25,16.667,25,0,8.333,100,-10287.255,1300.865,0.438,0.562,0,14.1716,-4223.1375,1588.858729,12.8914,1023,20,79,93,1373,-10301.4266
0,8.333,0,16.667,0,25,16.667,25,8.333,0,100,-10989.598,1933.363,0.511,0.488,0,14.1716,-4223.1375,1460.697189,12.8914,1253,0.375,10,3,1373,-11003.7696
0,8.333,0,16.667,0,25,25,8.333,8.333,8.333,99.999,-11159.066,1569.931,0.343,0.658,0,15.132,-4509.3268,1561.345279,12.8914,1173,1,40,96,1423,-11174.198
0,8.333,0,16.667,0,25,25,16.667,0,8.333,100,-10146.453,1736.424,0.409,0.591,0,14.1716,-4223.1375,1592.191929,12.8914,1423,0.0833,67,0,1323,-10160.6246
0,8.333,0,16.667,0,25,25,16.667,8.333,0,100,-11142.633,1763.314,0.472,0.528,0,14.1716,-4223.1375,1464.030389,12.8914,673,2,10,82,1173,-11156.8046
0,8.333,0,16.667,0,25,25,25,0,0,100,-10140.866,1885.931,0.494,0.506,0,12.8486,-3828.8908,1494.862489,12.8914,973,0.25,65,10,1493,-10153.7146
0,8.333,0,16.667,8.333,8.333,16.667,25,8.333,8.333,99.999,-11309.482,2311.073,0.571,0.327,0.102,16.4549,-4903.5735,1526.762499,12.8914,953,6,50,95,1573,-11325.9369
0,8.333,0,16.667,8.333,8.333,25,16.667,8.333,8.333,99.999,-10732.242,1666.496,0.534,0.465,0,16.4549,-4903.5735,1530.095699,12.8914,893,0.0833,95,85,1523,-10748.6969
0,8.333,0,16.667,8.333,8.333,25,25,0,8.333,99.999,-10237.531,939.483,0.65,0.35,0,15.132,-4509.3268,1560.927799,12.8914,1123,0.05,0,93,0,-10252.663
0,8.333,0,16.667,8.333,8.333,25,25,8.333,0,99.999,-10338.408,947.334,0.728,0.272,0,15.132,-4509.3268,1432.766259,12.8914,1173,36,96,78,1423,-10353.54
0,8.333,0,16.667,8.333,16.667,8.333,25,8.333,8.333,99.999,-11283.738,2288.233,0.589,0.411,0,16.4549,-4903.5735,1530.346119,12.8914,893,0.0833,90,10,1523,-11300.1929
0,8.333,0,16.667,8.333,16.667,16.667,16.667,8.333,8.333,100,-11407.951,2242.184,0.497,0.499,0.004,16.8176,-5011.6309,1533.694269,12.8914,1523,0.0333,78.6,66,1323,-11424.7686
0,8.333,0,16.667,8.333,16.667,16.667,25,0,8.333,100,-10578.477,2430.601,0.546,0.454,0,15.4946,-4617.3842,1564.526369,12.8914,0,1008,92,65,1573,-10593.9716
0,8.333,0,16.667,8.333,16.667,16.667,25,8.333,0,100,-10473.845,948.959,0.621,0.379,0,15.4946,-4617.3842,1436.364829,12.8914,1523,0.1167,87,96,1273,-10489.3396
0,8.333,0,16.667,8.333,16.667,25,8.333,8.333,8.333,99.999,-9903.456,897.752,0.468,0.533,0,16.4549,-4903.5735,1537.012919,12.8914,873,0.1667,63,85,0,-9919.9109
0,8.333,0,16.667,8.333,16.667,25,16.667,0,8.333,100,-10151.097,940.58,0.502,0.498,0,15.4946,-4617.3842,1567.859569,12.8914,773,0.1,88,90,1493,-10166.5916
0,8.333,0,16.667,8.333,16.667,25,16.667,8.333,0,100,-10214.027,936.598,0.576,0.423,0,15.4946,-4617.3842,1439.698029,12.8914,573,0.0833,70,20,1073,-10229.5216
0,8.333,0,16.667,8.333,16.667,25,25,0,0,100,-10567.184,2515.668,0.596,0.404,0,14.1716,-4223.1375,1470.530129,12.8914,1473,1008,20,60,1423,-10581.3556
0,8.333,0,16.667,8.333,25,8.333,16.667,8.333,8.333,99.999,-11393.632,2184.172,0.492,0.508,0,16.4549,-4903.5735,1537.262509,12.8914,1373,4,90,80,1373,-11410.0869
0,8.333,0,16.667,8.333,25,8.333,25,0,8.333,99.999,-10506.131,2432.229,0.503,0.496,0,15.132,-4509.3268,1568.094609,12.8914,893,0,92,10,1493,-10521.263
0,8.333,0,16.667,8.333,25,8.333,25,8.333,0,99.999,-11240.713,2352.859,0.583,0.416,0,15.132,-4509.3268,1439.933069,12.8914,1273,10,86,70,1173,-11255.845
0,8.333,0,16.667,8.333,25,16.667,8.333,8.333,8.333,99.999,-11438.329,2076.883,0.399,0.6,0,16.4549,-4903.5735,1540.596109,12.8914,998,5,66,63,0,-11454.7839
0,8.333,0,16.667,8.333,25,16.667,16.667,0,8.333,100,-10588.717,2380.506,0.413,0.588,0,15.4946,-4617.3842,1571.442759,12.8914,1253,0.0833,66,25,1573,-10604.2116
0,8.333,0,16.667,8.333,25,16.667,16.667,8.333,0,100,-11385.062,2297.919,0.493,0.506,0,15.4946,-4617.3842,1443.281219,12.8914,773,0.0833,78.6,92,1373,-11400.5566
0,8.333,0,16.667,8.333,25,16.667,25,0,0,100,-10527.328,2529.013,0.513,0.487,0,14.1716,-4223.1375,1474.113319,12.8914,1323,0.0333,75,82,1473,-10541.4996
0,8.333,0,16.667,8.333,25,25,8.333,0,8.333,99.999,-10500.405,2274.658,0.322,0.678,0,15.132,-4509.3268,1574.761409,12.8914,1473,16,92,87,1273,-10515.537
0,8.333,0,16.667,8.333,25,25,8.333,8.333,0,99.999,-11398.183,2203.792,0.403,0.596,0,15.132,-4509.3268,1446.599869,12.8914,573,1008,93,64,1523,-11413.315
0,8.333,0,16.667,8.333,25,25,16.667,0,0,100,-10197.345,929.447,0.452,0.549,0,14.1716,-4223.1375,1477.446519,12.8914,1073,0.0833,93,78.6,1573,-10211.5166
0,8.333,0,25,0,8.333,16.667,25,8.333,8.333,99.999,-10645.424,1082.548,0.594,0.406,0,15.132,-4509.3268,1581.843629,12.8914,1323,0.375,87,63,1323,-10660.556
0,8.333,0,25,0,8.333,25,16.667,8.333,8.333,99.999,-11149.248,1637.147,0.575,0.425,0,15.132,-4509.3268,1585.176829,12.8914,893,0.0833,20,79,1423,-11164.38
0,8.333,0,25,0,8.333,25,25,0,8.333,99.999,-9964.581,2507.244,0.653,0.346,0,13.809,-4115.0801,1616.008929,12.8914,0,6,63,30,1173,-9978.39
0,8.333,0,25,0,8.333,25,25,8.333,0,99.999,-10815.724,1388.663,0.605,0.395,0,13.809,-4115.0801,1487.847389,12.8914,948,1,84,80,1573,-10829.533
0,8.333,0,25,0,16.667,8.333,25,8.333,8.333,99.999,-10803.131,1010.041,0.514,0.485,0,15.132,-4509.3268,1585.427249,12.8914,1323,25,91,65,1273,-10818.263
0,8.333,0,25,0,16.667,16.667,16.667,8.333,8.333,100,-11142.026,1724.561,0.459,0.541,0,15.4946,-4617.3842,1588.775399,12.8914,1073,0.0333,40,78.6,1073,-11157.5206
0,8.333,0,25,0,16.667,16.667,25,0,8.333,100,-10173.53,1835.736,0.477,0.522,0,14.1716,-4223.1375,1619.607499,12.8914,923,0.225,78,0,1573,-10187.7016
0,8.333,0,25,0,16.667,16.667,25,8.333,0,100,-11065.982,1866.655,0.546,0.454,0,14.1716,-4223.1375,1491.445959,12.8914,948,48,93,5,1323,-11080.1536
0,8.333,0,25,0,16.667,25,8.333,8.333,8.333,99.999,-10054.675,1020.388,0.411,0.588,0,15.132,-4509.3268,1592.094049,12.8914,773,0.375,96,78,1173,-10069.807
