C(at%),Al(at%),V(at%),Cr(at%),Mn(at%),Fe(at%),Co(at%),Ni(at%),Cu(at%),Mo(at%),check_100,G_RT_FCC,H_RT_FCC,phase_fraction_fcc,phase_fraction_bcc,second_phase_fraction,Config_Entropy,(0-T)*Entropy,melting point(C),grain(um),Anneal_Temp(K),Anneal_Time(h),R(%),CR(%),Hom_Temp(K),Enthalpy_FCC
0,9.091,9.091,27.273,0,9.091,27.273,9.091,9.091,0,100.001,-9971.224,1016.329,0.498,0.501,0,14.9541,-4456.3101,1532.224413,12.8914,1253,0,78.6,87,1373,-9986.1781
0,9.091,9.091,27.273,0,9.091,27.273,18.182,0,0,100.001,-10225.34,1849.74,0.328,0.472,0.199,13.9063,-4144.0666,1565.861113,12.8914,1373,0.1167,95,60,1173,-10239.2463
0,9.091,9.091,27.273,0,18.182,9.091,9.091,9.091,9.091,100.001,-11173.225,1541.342,0.352,0.648,0,16.3973,-4886.408,1638.680023,12.8914,1523,0.0833,66,92,0,-11189.6223
0,9.091,9.091,27.273,0,18.182,9.091,18.182,0,9.091,100.001,-10378.591,1063.538,0.371,0.629,0,15.3495,-4574.1645,1672.316723,12.8914,948,5,93,10,1323,-10393.9405
0,9.091,9.091,27.273,0,18.182,9.091,18.182,9.091,0,100.001,-11143.712,1807.943,0.441,0.56,0,15.3495,-4574.1645,1532.497143,12.8914,823,0.125,70,30,1493,-11159.0615
0,9.091,9.091,27.273,0,18.182,9.091,27.273,0,0,100.001,-10271.288,1536.757,0.441,0.559,0,13.9063,-4144.0666,1566.133843,12.8914,1423,1,93,70,1493,-10285.1943
0,9.091,9.091,27.273,0,18.182,18.182,9.091,0,9.091,100.001,-10125.644,1678.754,0.281,0.719,0,15.3495,-4574.1645,1675.953123,12.8914,1023,0,25,10,1173,-10140.9935
0,9.091,9.091,27.273,0,18.182,18.182,9.091,9.091,0,100.001,-11168.67,1620.252,0.348,0.652,0,15.3495,-4574.1645,1536.133543,12.8914,1173,36,92,70,1273,-11184.0195
0,9.091,9.091,27.273,0,18.182,18.182,18.182,0,0,100.001,-10347.117,1107.153,0.405,0.595,0,14.3017,-4261.921,1569.770243,12.8914,1073,0.0333,50,50,1073,-10361.4187
0,9.091,9.091,27.273,0,18.182,27.273,9.091,0,0,100.001,-9995.954,1606.844,0.36,0.64,0,13.9063,-4144.0666,1573.406643,12.8914,1123,0.1667,3,78,0,-10009.8603
0,9.091,9.091,27.273,0,27.273,9.091,9.091,0,9.091,100.001,-10106.922,1619.913,0.278,0.722,0,14.9541,-4456.3101,1679.862253,12.8914,1123,0.375,30,60,1493,-10121.8761
0,9.091,9.091,27.273,0,27.273,9.091,9.091,9.091,0,100.001,-11154.266,1557.509,0.344,0.656,0,14.9541,-4456.3101,1540.042673,12.8914,1173,10,78.6,3,1473,-11169.2201
0,9.091,9.091,27.273,0,27.273,9.091,18.182,0,0,100.001,-10203.226,1915.475,0.362,0.638,0,13.9063,-4144.0666,1573.679373,12.8914,1273,0.0333,63,45,1523,-10217.1323
0,9.091,9.091,27.273,0,27.273,18.182,9.091,0,0,100.001,-10119.018,1685.165,0.273,0.727,0,13.9063,-4144.0666,1577.315773,12.8914,1253,25,96,93,1373,-10132.9243
0,9.091,9.091,27.273,9.091,9.091,9.091,9.091,9.091,9.091,100.001,-11446.768,2014.994,0.401,0.599,0,17.4451,-5198.6515,1612.134303,12.8914,1023,0.1667,93,60,1373,-11464.2131
0,9.091,9.091,27.273,9.091,9.091,9.091,18.182,0,9.091,100.001,-10612.121,2313.028,0.421,0.57,0.008,16.3973,-4886.408,1645.771003,12.8914,948,1008,95,88,1073,-10628.5183
0,9.091,9.091,27.273,9.091,9.091,9.091,18.182,9.091,0,100.001,-11419.342,2222.771,0.497,0.499,0.003,16.3973,-4886.408,1505.951423,12.8914,998,10,84,86,1493,-11435.7393
0,9.091,9.091,27.273,9.091,9.091,9.091,27.273,0,0,100.001,-10592.257,2400.513,0.534,0.467,0,14.9541,-4456.3101,1539.588123,12.8914,893,0.1167,80,50,1373,-10607.2111
0,9.091,9.091,27.273,9.091,9.091,18.182,9.091,0,9.091,100.001,-9893.559,940.657,0.4,0.6,0,16.3973,-4886.408,1649.407403,12.8914,1253,6,96,86,0,-9909.9563
0,9.091,9.091,27.273,9.091,9.091,18.182,9.091,9.091,0,100.001,-11430.544,2058.49,0.389,0.528,0.084,16.3973,-4886.408,1509.587823,12.8914,1073,0.1167,20,10,1523,-11446.9413
0,9.091,9.091,27.273,9.091,9.091,18.182,18.182,0,0,100.001,-10607.632,2289.941,0.496,0.504,0,15.3495,-4574.1645,1543.224523,12.8914,1273,10,80,67,1273,-10622.9815
0,9.091,9.091,27.273,9.091,9.091,27.273,9.091,0,0,100.001,-9792.573,912.023,0.464,0.536,0,14.9541,-4456.3101,1546.860923,12.8914,673,0.0833,67,3,1573,-9807.5271
0,9.091,9.091,27.273,9.091,18.182,9.091,9.091,0,9.091,100.001,-10534.852,2096.724,0.32,0.679,0,16.3973,-4886.408,1653.316533,12.8914,1273,0.0833,79,60,1323,-10551.2493
0,9.091,9.091,27.273,9.091,18.182,9.091,9.091,9.091,0,100.001,-11449.351,2019.58,0.394,0.607,0,16.3973,-4886.408,1513.496953,12.8914,1148,2,3,30,1523,-11465.7483
0,9.091,9.091,27.273,9.091,18.182,9.091,18.182,0,0,100.001,-10609.263,2327.33,0.413,0.587,0,15.3495,-4574.1645,1547.133653,12.8914,1023,4,20,84,1573,-10624.6125
0,9.091,9.091,27.273,9.091,18.182,18.182,9.091,0,0,100.001,-10531.294,2207.023,0.319,0.681,0,15.3495,-4574.1645,1550.770053,12.8914,1373,50,50,30,1423,-10546.6435
0,9.091,9.091,27.273,9.091,27.273,9.091,9.091,0,0,100.001,-10515.048,2141.171,0.315,0.685,0,14.9541,-4456.3101,1554.679183,12.8914,673,48,92,5,1173,-10530.0021
0,9.091,9.091,36.364,0,9.091,9.091,9.091,9.091,9.091,100.001,-11137.561,1605.627,0.347,0.654,0,15.745,-4692.0188,1672.225813,12.8914,1023,312,20,75,1073,-11153.306
0,9.091,9.091,36.364,0,9.091,9.091,18.182,0,9.091,100.001,-10374.046,1090.794,0.392,0.608,0,14.6972,-4379.7753,1705.862513,12.8914,773,10,92,45,1073,-10388.7432
0,9.091,9.091,36.364,0,9.091,9.091,18.182,9.091,0,100.001,-10611.344,1105.133,0.454,0.547,0,14.6972,-4379.7753,1566.042933,12.8914,1373,0.225,67,86,1523,-10626.0412
0,9.091,9.091,36.364,0,9.091,9.091,27.273,0,0,100.001,-10320.306,1320.235,0.449,0.551,0,13.254,-3949.6775,1599.679633,12.8914,953,0.1167,10,3,1523,-10333.56
0,9.091,9.091,36.364,0,9.091,18.182,9.091,0,9.091,100.001,-9977.952,1056.743,0.361,0.639,0,14.6972,-4379.7753,1709.498913,12.8914,953,25,20,70,1573,-9992.6492
0,9.091,9.091,36.364,0,9.091,18.182,9.091,9.091,0,100.001,-10066.39,1032.497,0.417,0.583,0,14.6972,-4379.7753,1569.679333,12.8914,1253,48,87,25,1473,-10081.0872
0,9.091,9.091,36.364,0,9.091,27.273,9.091,0,0,100.001,-9914.395,1570.245,0.423,0.577,0,13.254,-3949.6775,1606.952433,12.8914,673,0.0833,50,50,1273,-9927.649
0,9.091,9.091,36.364,0,18.182,9.091,9.091,0,9.091,100.001,-10116.568,1649.741,0.275,0.725,0,14.6972,-4379.7753,1713.408043,12.8914,1273,24,10,45,1073,-10131.2652
0,9.091,9.091,36.364,0,18.182,9.091,9.091,9.091,0,100.001,-11139.705,1583.601,0.337,0.662,0,14.6972,-4379.7753,1573.588463,12.8914,1523,5,50,70,1373,-11154.4022
0,9.091,9.091,36.364,0,18.182,9.091,18.182,0,0,100.001,-10381.309,1046.877,0.358,0.642,0,13.6494,-4067.5319,1607.225163,12.8914,998,312,60,65,1493,-10394.9584
0,9.091,9.091,36.364,0,18.182,18.182,9.091,0,0,100.001,-9772.3,894.306,0.458,0.541,0,13.6494,-4067.5319,1610.861563,12.8914,1253,0.5,65,60,1323,-9785.9494
0,9.091,9.091,36.364,0,27.273,9.091,9.091,0,0,100.001,-10088.956,1660.742,0.267,0.732,0,13.254,-3949.6775,1614.770693,12.8914,948,0.0333,63,87,1473,-10102.21
0,9.091,9.091,36.364,9.091,9.091,9.091,9.091,0,9.091,100.001,-10023.534,971.553,0.322,0.678,0,15.745,-4692.0188,1686.862323,12.8914,1123,0.0333,40,60,1493,-10039.279
0,9.091,9.091,36.364,9.091,9.091,9.091,9.091,9.091,0,100.001,-11414.903,2034.538,0.382,0.618,0,15.745,-4692.0188,1547.042743,12.8914,1373,0.0833,75,90,1573,-11430.648
0,9.091,9.091,36.364,9.091,9.091,9.091,18.182,0,0,100.001,-10303.908,984.091,0.424,0.576,0,14.6972,-4379.7753,1580.679443,12.8914,923,16,25,90,1273,-10318.6052
0,9.091,9.091,36.364,9.091,9.091,18.182,9.091,0,0,100.001,-9891.171,939.107,0.384,0.616,0,14.6972,-4379.7753,1584.315843,12.8914,953,0.1167,79,50,1073,-9905.8682
0,9.091,9.091,36.364,9.091,18.182,9.091,9.091,0,0,100.001,-10511.804,2109.723,0.306,0.694,0,14.6972,-4379.7753,1588.224973,12.8914,773,1,78.6,96,1273,-10526.5012
0,10,0,10,0,10,30,20,10,10,100,-11229.008,1561.363,0.702,0.298,0,15.251,-4544.7886,1520.83,12.8914,923,1,95,30,1323,-11244.259
0,10,0,10,0,10,30,30,0,10,100,-10160.045,1682.172,0.704,0.297,0,13.6634,-4071.6857,1557.83,12.8914,1373,0.05,66,60,1073,-10173.7084
0,10,0,10,0,10,30,30,10,0,100,-10536.401,1079.513,0.792,0.208,0,13.6634,-4071.6857,1404.03,12.8914,1523,24,10,92,1473,-10550.0644
0,10,0,10,0,20,10,30,10,10,100,-11071.426,1783.292,0.626,0.374,0,15.251,-4544.7886,1521.13,12.8914,893,1008,91,40,1323,-11086.677
0,10,0,10,0,20,20,20,10,10,100,-10585.64,1104.417,0.56,0.44,0,15.686,-4674.4271,1525.13,12.8914,573,4,86,64,1373,-10601.326
0,10,0,10,0,20,20,30,0,10,100,-10367.895,1054.145,0.576,0.424,0,14.0984,-4201.3242,1562.13,12.8914,893,24,60,0,1493,-10381.9934
0,10,0,10,0,20,20,30,10,0,100,-11096.707,1865.596,0.669,0.332,0,14.0984,-4201.3242,1408.33,12.8914,1273,36,85,85,1273,-11110.8054
0,10,0,10,0,20,30,10,10,10,100,-11191.439,1502.446,0.407,0.501,0.092,15.251,-4544.7886,1529.13,12.8914,1023,0.0833,30,40,1573,-11206.69
0,10,0,10,0,20,30,20,0,10,100,-10130.053,1648.402,0.542,0.459,0,14.0984,-4201.3242,1566.13,12.8914,773,0.0833,64,79,1473,-10144.1514
0,10,0,10,0,20,30,20,10,0,100,-11137.705,1814.278,0.497,0.387,0.116,14.0984,-4201.3242,1412.33,12.8914,1323,0.5,93,25,1423,-11151.8034
0,10,0,10,0,20,30,30,0,0,100,-10341.371,1064.406,0.635,0.366,0,12.5108,-3728.2213,1449.33,12.8914,1148,48,78.6,78.6,1423,-10353.8818
0,10,0,10,0,30,10,20,10,10,100,-11155.23,1693.021,0.518,0.482,0,15.251,-4544.7886,1529.43,12.8914,1123,0.375,45,70,1373,-11170.481
0,10,0,10,0,30,10,30,0,10,100,-10253.224,1079.279,0.518,0.483,0,13.6634,-4071.6857,1566.43,12.8914,673,0.1167,66,45,1273,-10266.8874
0,10,0,10,0,30,10,30,10,0,100,-10956.362,1960.145,0.62,0.38,0,13.6634,-4071.6857,1412.63,12.8914,1123,4,64,66,0,-10970.0254
0,10,0,10,0,30,20,10,10,10,100,-11214.777,1489.922,0.414,0.586,0,15.251,-4544.7886,1533.43,12.8914,1173,0.0833,50,78.6,1073,-11230.028
0,10,0,10,0,30,20,20,0,10,100,-10367.722,1061.914,0.436,0.564,0,14.0984,-4201.3242,1570.43,12.8914,953,96,84,95,1073,-10381.8204
0,10,0,10,0,30,20,20,10,0,100,-11124.4,1830.928,0.516,0.484,0,14.0984,-4201.3242,1416.63,12.8914,1523,0.1667,50,78,0,-11138.4984
0,10,0,10,0,30,20,30,0,0,100,-10274.905,1356.654,0.51,0.49,0,12.5108,-3728.2213,1453.63,12.8914,948,1008,80,66,1273,-10287.4158
0,10,0,10,0,30,30,10,0,10,100,-9843.872,1995.317,0.345,0.655,0,13.6634,-4071.6857,1574.43,12.8914,1173,50,95,86,1473,-9857.5354
0,10,0,10,0,30,30,10,10,0,100,-11157.697,1632.041,0.414,0.586,0,13.6634,-4071.6857,1420.63,12.8914,1023,0.375,20,85,1273,-11171.3604
0,10,0,10,0,30,30,20,0,0,100,-10117.411,1821.118,0.482,0.519,0,12.5108,-3728.2213,1457.63,12.8914,953,0.125,84,66,1073,-10129.9218
0,10,0,10,10,10,10,30,10,10,100,-11318.711,2323.309,0.721,0.275,0.004,16.4035,-4888.253,1491.93,12.8914,823,6,80,20,1473,-11335.1145
0,10,0,10,10,10,20,20,10,10,100,-11386.991,2325.838,0.618,0.382,0,16.8386,-5017.8915,1495.93,12.8914,1323,1,90,93,1373,-11403.8296
0,10,0,10,10,10,20,30,0,10,100,-10291.064,924.406,0.713,0.287,0,15.251,-4544.7886,1532.93,12.8914,1373,6,40,87,1073,-10306.315
0,10,0,10,10,10,20,30,10,0,100,-10391.633,939.594,0.811,0.189,0,15.251,-4544.7886,1379.13,12.8914,1173,0.0833,87,80,1423,-10406.884
0,10,0,10,10,10,30,10,10,10,100,-9819.039,872.861,0.665,0.336,0,16.4035,-4888.253,1499.93,12.8914,1023,50,30,80,1493,-9835.4425
0,10,0,10,10,10,30,20,0,10,100,-10073.358,916.534,0.682,0.318,0,15.251,-4544.7886,1536.93,12.8914,1073,48,70,92,1373,-10088.609
0,10,0,10,10,10,30,20,10,0,100,-11394.921,2369.928,0.585,0.213,0.202,15.251,-4544.7886,1383.13,12.8914,1023,1,96,87,0,-11410.172
0,10,0,10,10,10,30,30,0,0,100,-10204.534,904.68,0.785,0.215,0,13.6634,-4071.6857,1420.13,12.8914,1473,48,66,79,1373,-10218.1974
0,10,0,10,10,20,10,20,10,10,100,-11440.737,2211.228,0.607,0.393,0,16.8386,-5017.8915,1500.23,12.8914,1373,36,60,10,1473,-11457.5756
0,10,0,10,10,20,10,30,0,10,100,-10546.847,2458.266,0.616,0.384,0,15.251,-4544.7886,1537.23,12.8914,1148,24,93,93,1073,-10562.098
0,10,0,10,10,20,10,30,10,0,100,-11268.218,2410.168,0.717,0.283,0,15.251,-4544.7886,1383.43,12.8914,823,5,20,5,1573,-11283.469
0,10,0,10,10,20,20,10,10,10,100,-11457.194,2144.752,0.499,0.501,0,16.8386,-5017.8915,1504.23,12.8914,1073,36,90,64,1073,-11474.0326
0,10,0,10,10,20,20,20,0,10,100,-10229.991,935.995,0.543,0.458,0,15.686,-4674.4271,1541.23,12.8914,1373,16,84,87,1523,-10245.677
0,10,0,10,10,20,20,20,10,0,100,-10278.482,934.867,0.633,0.367,0,15.686,-4674.4271,1387.43,12.8914,973,0.375,88,88,0,-10294.168
0,10,0,10,10,20,20,30,0,0,100,-10306.526,895.674,0.661,0.339,0,14.0984,-4201.3242,1424.43,12.8914,998,100,45,3,0,-10320.6244
0,10,0,10,10,20,30,10,0,10,100,-9837.266,878.826,0.481,0.519,0,15.251,-4544.7886,1545.23,12.8914,773,4,5,67,1423,-9852.517
0,10,0,10,10,20,30,10,10,0,100,-9853.454,862.767,0.577,0.423,0,15.251,-4544.7886,1391.43,12.8914,1423,4,70,95,1493,-9868.705
0,10,0,10,10,20,30,20,0,0,100,-10110.68,901.899,0.611,0.389,0,14.0984,-4201.3242,1428.43,12.8914,1253,0.05,50,87,1573,-10124.7784
0,10,0,10,10,30,10,10,10,10,100,-11443.399,2084.174,0.494,0.507,0,16.4035,-4888.253,1508.53,12.8914,1423,24,45,79,1523,-11459.8025
0,10,0,10,10,30,10,20,0,10,100,-10586.831,2385.008,0.504,0.496,0,15.251,-4544.7886,1545.53,12.8914,1423,0.0833,78,50,0,-10602.082
0,10,0,10,10,30,10,20,10,0,100,-11370.532,2327.766,0.606,0.393,0,15.251,-4544.7886,1391.73,12.8914,893,1,85,95,1373,-11385.783
0,10,0,10,10,30,10,30,0,0,100,-10492.965,2572.428,0.613,0.387,0,13.6634,-4071.6857,1428.73,12.8914,1123,0.1667,88,96,0,-10506.6284
0,10,0,10,10,30,20,10,0,10,100,-10522.873,2309.832,0.398,0.602,0,15.251,-4544.7886,1549.53,12.8914,1423,0.1167,93,50,0,-10538.124
0,10,0,10,10,30,20,10,10,0,100,-11407.366,2256.003,0.501,0.499,0,15.251,-4544.7886,1395.73,12.8914,893,0.1667,67,82,0,-11422.617
0,10,0,10,10,30,20,20,0,0,100,-10568.51,2550.669,0.509,0.491,0,14.0984,-4201.3242,1432.73,12.8914,1373,0.125,85,90,1173,-10582.6084
0,10,0,10,10,30,30,10,0,0,100,-10472.635,2498.136,0.405,0.595,0,13.6634,-4071.6857,1436.73,12.8914,773,96,96,75,1373,-10486.2984
0,10,0,20,0,10,10,30,10,10,100,-10784.544,1044.197,0.644,0.356,0,15.251,-4544.7886,1558.03,12.8914,1173,0.1667,10,92,1523,-10799.795
0,10,0,20,0,10,20,20,10,10,100,-10458.288,1089.736,0.611,0.388,0,15.686,-4674.4271,1562.03,12.8914,1123,0.1167,0,79,1173,-10473.974
0,10,0,20,0,10,20,30,0,10,100,-10358.499,1069.729,0.616,0.383,0,14.0984,-4201.3242,1599.03,12.8914,0,5,87,0,1423,-10372.5974
0,10,0,20,0,10,20,30,10,0,100,-10969.714,1392.232,0.65,0.35,0,14.0984,-4201.3242,1445.23,12.8914,998,10,75,67,1523,-10983.8124
0,10,0,20,0,10,30,10,10,10,100,-9971.386,1006.083,0.581,0.419,0,15.251,-4544.7886,1566.03,12.8914,1523,0.1667,88,84,1523,-9986.637
0,10,0,20,0,10,30,20,0,10,100,-10177.747,1084.726,0.601,0.399,0,14.0984,-4201.3242,1603.03,12.8914,953,0.0833,65,63,1573,-10191.8454
0,10,0,20,0,10,30,20,10,0,100,-11154.475,1687.878,0.677,0.323,0,14.0984,-4201.3242,1449.23,12.8914,893,0.3333,63,96,1423,-11168.5734
0,10,0,20,0,10,30,30,0,0,100,-10117.744,1821.742,0.679,0.32,0,12.5108,-3728.2213,1486.23,12.8914,1523,0.1667,80,82,1323,-10130.2548
0,10,0,20,0,20,10,20,10,10,100,-11130.199,1758.364,0.513,0.487,0,15.686,-4674.4271,1566.33,12.8914,1423,0.25,84,3,1423,-11145.885
0,10,0,20,0,20,10,30,0,10,100,-10232.704,1488.042,0.509,0.491,0,14.0984,-4201.3242,1603.33,12.8914,1423,0.1,0,40,1173,-10246.8024
0,10,0,20,0,20,10,30,10,0,100,-10988.4,1930.568,0.609,0.391,0,14.0984,-4201.3242,1449.53,12.8914,573,0.25,63,45,1573,-11002.4984
0,10,0,20,0,20,20,10,10,10,100,-11163.286,1572.767,0.409,0.591,0,15.686,-4674.4271,1570.33,12.8914,1253,0.0833,67,50,1423,-11178.972
0,10,0,20,0,20,20,20,0,10,100,-10044.652,922.756,0.682,0.318,0,14.5334,-4330.9627,1607.33,12.8914,1123,0.1667,87,60,1273,-10059.1854
0,10,0,20,0,20,20,20,10,0,100,-11137.057,1781.53,0.544,0.456,0,14.5334,-4330.9627,1453.53,12.8914,1473,312,75,86,0,-11151.5904
0,10,0,20,0,20,20,30,0,0,100,-10302.356,1260.804,0.529,0.471,0,12.9458,-3857.8598,1490.53,12.8914,573,10,0,63,1493,-10315.3018
0,10,0,20,0,20,30,10,0,10,100,-9948.05,1562.318,0.416,0.584,0,14.0984,-4201.3242,1611.33,12.8914,1073,36,87,10,1173,-9962.1484
0,10,0,20,0,20,30,10,10,0,100,-11118.428,1618.705,0.393,0.515,0.092,14.0984,-4201.3242,1457.53,12.8914,923,16,65,10,1373,-11132.5264
0,10,0,20,0,20,30,20,0,0,100,-10089.504,1778.084,0.525,0.475,0,12.9458,-3857.8598,1494.53,12.8914,973,50,78,5,1173,-10102.4498
0,10,0,20,0,30,10,10,10,10,100,-11149.022,1509.088,0.404,0.596,0,15.251,-4544.7886,1574.63,12.8914,1523,0.225,90,80,1073,-11164.273
0,10,0,20,0,30,10,20,0,10,100,-10155.447,1874.128,0.418,0.582,0,14.0984,-4201.3242,1611.63,12.8914,998,96,45,70,1323,-10169.5454
0,10,0,20,0,30,10,20,10,0,100,-11084.695,1805.321,0.502,0.498,0,14.0984,-4201.3242,1457.83,12.8914,923,0,80,91,1473,-11098.7934
0,10,0,20,0,30,10,30,0,0,100,-10097.466,2012.211,0.506,0.494,0,12.5108,-3728.2213,1494.83,12.8914,673,1,65,93,1373,-10109.9768
0,10,0,20,0,30,20,10,0,10,100,-10072.53,1642.75,0.317,0.684,0,14.0984,-4201.3242,1615.63,12.8914,873,25,92,10,1423,-10086.6284
0,10,0,20,0,30,20,10,10,0,100,-11142.773,1604.401,0.4,0.599,0,14.0984,-4201.3242,1461.83,12.8914,1323,0.375,40,84,0,-11156.8714
0,10,0,20,0,30,20,20,0,0,100,-10367.906,1039.305,0.424,0.575,0,12.9458,-3857.8598,1498.83,12.8914,873,0.0333,75,3,1073,-10380.8518
0,10,0,20,0,30,30,10,0,0,100,-9456.529,2443.594,0.359,0.641,0,12.5108,-3728.2213,1502.83,12.8914,948,0.225,96,63,1523,-9469.0398
0,10,0,20,10,10,10,20,10,10,100,-11406.92,2241.376,0.592,0.408,0,16.8386,-5017.8915,1537.13,12.8914,573,20,78.6,45,1273,-11423.7586
0,10,0,20,10,10,10,30,0,10,100,-10562.494,2434.693,0.627,0.373,0,15.251,-4544.7886,1574.13,12.8914,973,24,96,84,1423,-10577.745
0,10,0,20,10,10,10,30,10,0,100,-11290.403,2373.289,0.716,0.284,0,15.251,-4544.7886,1420.33,12.8914,1373,0.0833,93,80,1573,-11305.654
0,10,0,20,10,10,20,10,10,10,100,-11419.635,2101.081,0.469,0.439,0.092,16.8386,-5017.8915,1541.13,12.8914,673,0.375,25,92,1073,-11436.4736
0,10,0,20,10,10,20,20,0,10,100,-9848.544,4011.273,0.678,0.322,0,15.686,-4674.4271,1578.13,12.8914,873,1008,45,78,1073,-9864.23
0,10,0,20,10,10,20,20,10,0,100,-11408.46,2291.548,0.672,0.328,0,15.686,-4674.4271,1424.33,12.8914,1073,0,78.6,45,1473,-11424.146
0,10,0,20,10,10,20,30,0,0,100,-10284.775,919.473,0.685,0.316,0,14.0984,-4201.3242,1461.33,12.8914,573,5,75,86,1473,-10298.8734
0,10,0,20,10,10,30,10,0,10,100,-9772.202,880.256,0.548,0.452,0,15.251,-4544.7886,1582.13,12.8914,1323,0.0833,85,95,1523,-9787.453
0,10,0,20,10,10,30,10,10,0,100,-9812.723,868.22,0.635,0.365,0,15.251,-4544.7886,1428.33,12.8914,923,0.5,10,50,1073,-9827.974
0,10,0,20,10,10,30,20,0,0,100,-10069.034,913.088,0.652,0.348,0,14.0984,-4201.3242,1465.33,12.8914,1148,25,64,91,1373,-10083.1324
0,10,0,20,10,20,10,10,10,10,100,-11437.658,2059.089,0.474,0.526,0,16.8386,-5017.8915,1545.43,12.8914,773,36,78.6,75,1423,-11454.4966
0,10,0,20,10,20,10,20,0,10,100,-10583.071,2364.029,0.49,0.51,0,15.686,-4674.4271,1582.43,12.8914,823,0.1667,40,75,1423,-10598.757
0,10,0,20,10,20,10,20,10,0,100,-11379.699,2282.648,0.583,0.417,0,15.686,-4674.4271,1428.63,12.8914,1473,96,25,78,1073,-11395.385
0,10,0,20,10,20,10,30,0,0,100,-10498.615,2529.199,0.594,0.406,0,14.0984,-4201.3242,1465.63,12.8914,1423,4,75,86,1273,-10512.7134
0,10,0,20,10,20,20,10,0,10,100,-10505.097,2273.001,0.382,0.617,0,15.686,-4674.4271,1586.43,12.8914,673,100,30,85,1523,-10520.783
0,10,0,20,10,20,20,10,10,0,100,-11401.422,2202.944,0.477,0.523,0,15.686,-4674.4271,1432.63,12.8914,1473,0.05,70,92,1573,-11417.108
0,10,0,20,10,20,20,20,0,0,100,-10566.28,2466.941,0.521,0.479,0,14.5334,-4330.9627,1469.63,12.8914,998,50,87,86,1323,-10580.8134
0,10,0,20,10,20,30,10,0,0,100,-9833.25,877.138,0.461,0.539,0,14.0984,-4201.3242,1473.63,12.8914,1123,0.0833,45,50,1573,-9847.3484
0,10,0,20,10,30,10,10,0,10,100,-10488.258,2209.105,0.378,0.622,0,15.251,-4544.7886,1590.73,12.8914,1523,0.225,93,93,1423,-10503.509
0,10,0,20,10,30,10,10,10,0,100,-11389.007,2139.462,0.471,0.529,0,15.251,-4544.7886,1436.93,12.8914,973,312,64,20,1473,-11404.258
0,10,0,20,10,30,10,20,0,0,100,-10542.209,2441.068,0.484,0.516,0,14.0984,-4201.3242,1473.93,12.8914,1273,36,0,67,0,-10556.3074
0,10,0,20,10,30,20,10,0,0,100,-10485.57,2346.548,0.379,0.621,0,14.0984,-4201.3242,1477.93,12.8914,1173,0.125,88,90,1573,-10499.6684
0,10,0,30,0,10,10,20,10,10,100,-11110.157,1798.24,0.506,0.49,0.004,15.251,-4544.7886,1603.23,12.8914,1073,24,5,78,1173,-11125.408
0,10,0,30,0,10,10,30,0,10,100,-10289.946,1291.119,0.518,0.483,0,13.6634,-4071.6857,1640.23,12.8914,1123,0.0833,96,90,1173,-10303.6094
0,10,0,30,0,10,20,10,10,10,100,-10065.616,1022.604,0.487,0.513,0,15.251,-4544.7886,1607.23,12.8914,1473,25,40,5,1273,-10080.867
0,10,0,30,0,10,20,20,0,10,100,-10120.087,1738.959,0.515,0.485,0,14.0984,-4201.3242,1644.23,12.8914,998,1008,65,5,1523,-10134.1854
0,10,0,30,0,10,20,20,10,0,100,-11131.856,1737.036,0.588,0.412,0,14.0984,-4201.3242,1490.43,12.8914,998,96,0,63,1073,-11145.9544
0,10,0,30,0,10,20,30,0,0,100,-10356.956,1054.185,0.595,0.405,0,12.5108,-3728.2213,1527.43,12.8914,1473,0.5,92,63,1323,-10369.4668
0,10,0,30,0,10,30,10,0,10,100,-9869.896,1539.883,0.488,0.512,0,13.6634,-4071.6857,1648.23,12.8914,1473,0.225,65,78.6,1273,-9883.5594
0,10,0,30,0,10,30,10,10,0,100,-9958.359,994.472,0.557,0.443,0,13.6634,-4071.6857,1494.43,12.8914,1073,24,91,40,1493,-9972.0224
0,10,0,30,0,10,30,20,0,0,100,-10171.199,1069.938,0.578,0.422,0,12.5108,-3728.2213,1531.43,12.8914,1023,48,78,90,1493,-10183.7098
0,10,0,30,0,20,10,10,10,10,100,-11134.103,1548.998,0.397,0.604,0,15.251,-4544.7886,1611.53,12.8914,1123,5,93,20,1573,-11149.354
0,10,0,30,0,20,10,20,0,10,100,-10360.553,1015.561,0.415,0.586,0,14.0984,-4201.3242,1648.53,12.8914,948,4,79,0,1323,-10374.6514
0,10,0,30,0,20,10,20,10,0,100,-11082.157,1827.199,0.494,0.506,0,14.0984,-4201.3242,1494.73,12.8914,1523,312,91,40,1323,-11096.2554
0,10,0,30,0,20,10,30,0,0,100,-10197.989,1656.189,0.49,0.51,0,12.5108,-3728.2213,1531.73,12.8914,1148,0.1667,95,92,1523,-10210.4998
0,10,0,30,0,20,20,10,0,10,100,-10097.462,1067.377,0.339,0.662,0,14.0984,-4201.3242,1652.53,12.8914,1423,0.375,95,96,1523,-10111.5604
0,10,0,30,0,20,20,10,10,0,100,-11112.759,1643.969,0.392,0.607,0,14.0984,-4201.3242,1498.73,12.8914,893,0.0833,86,88,1573,-11126.8574
0,10,0,30,0,20,20,20,0,0,100,-10330.028,1068.956,0.452,0.548,0,12.9458,-3857.8598,1535.73,12.8914,923,0.0833,10,87,0,-10342.9738
